name,summary,age,animal,family,weight,iq
Archibold,Big scary cat,99.8,Tiger,Malfoys,129.52,112.5
Archibold,Big scary cat,23.8,Tiger,Malfoys,113.39,190.3
Wendy,Big scary cat,60.8,Superhero,Malfoys,101.31,88.6
Archibold,Big scary cat,51.8,Tiger,Malfoys,2.2,125.7
Wendy,Big scary cat,88.8,Superhero,Malfoys,89.25,168.1
Wendy,Big scary cat,12.8,Superhero,Malfoys,162.08,60.6
Fred,Big scary cat,49.8,Tiger,Malfoys,78.82,2.6
Wilbur,Big scary cat,10.8,Superhero,Malfoys,30.11,159.7
Wendy,Big scary cat,64.8,Superhero,Malfoys,179.84,16.3
Fred,Big scary cat,25.8,Tiger,Malfoys,195.94,112.6
Wilbur,Big scary cat,94.8,Superhero,Malfoys,31.49,125.7
Wendy,Big scary cat,92.8,Superhero,Malfoys,53.66,84.6
Fred,Big scary cat,53.8,Tiger,Malfoys,14.46,36.9
Wilbur,Big scary cat,90.8,Superhero,Malfoys,144.82,159.3
Wilbur,Big scary cat,14.8,Superhero,Malfoys,181.24,90
Archibold,Big scary cat,83.8,Tiger,Malfoys,94.7,44.1
Fred,Big scary cat,81.8,Tiger,Malfoys,28.86,187.8
Wilbur,Big scary cat,42.8,Superhero,Malfoys,179.44,16
Archibold,Big scary cat,79.8,Tiger,Malfoys,99.03,111.3
Archibold,Big scary cat,3.8,Tiger,Malfoys,172.08,171.6
Wendy,Big scary cat,40.8,Superhero,Malfoys,74.49,181.5
Archibold,Big scary cat,31.8,Tiger,Malfoys,37.36,81.6
Wendy,Big scary cat,68.8,Superhero,Malfoys,126.5,79.2
Fred,Big scary cat,29.8,Tiger,Malfoys,27.78,135.2
Wendy,Big scary cat,96.8,Superhero,Malfoys,14.74,17.1
Fred,Big scary cat,57.8,Tiger,Malfoys,86.86,141.7
Wilbur,Big scary cat,18.8,Superhero,Malfoys,143.7,121.8
Fred,Big scary cat,85.8,Tiger,Malfoys,198.76,24.1
Wilbur,Big scary cat,46.8,Superhero,Malfoys,192.95,166.7
Archibold,Big scary cat,7.8,Tiger,Malfoys,37.93,105.7
Wilbur,Big scary cat,74.8,Superhero,Malfoys,169.84,129.9
Archibold,Big scary cat,35.8,Tiger,Malfoys,38.76,178.4
Archibold,Big scary cat,63.8,Tiger,Malfoys,155.41,74.7
Fred,Big scary cat,61.8,Tiger,Malfoys,22.83,54.5
Wendy,Big scary cat,100.8,Superhero,Malfoys,87.35,43.7
Wendy,Big scary cat,24.8,Superhero,Malfoys,74.1,64.1
Wilbur,Big scary cat,98.8,Superhero,Malfoys,19.03,54.5
Wilbur,Big scary cat,22.8,Superhero,Malfoys,86.49,133.3
Archibold,Big scary cat,91.8,Tiger,Malfoys,23.49,191.5
Archibold,Big scary cat,59.8,Tiger,Malfoys,128.23,200.7
Wendy,Big scary cat,52.8,Superhero,Malfoys,188.34,11.7
Wendy,Big scary cat,20.8,Superhero,Malfoys,50.96,152.3
Fred,Big scary cat,89.8,Tiger,Malfoys,79.15,32.6
Fred,Big scary cat,13.8,Tiger,Malfoys,163.11,201
Archibold,Big scary cat,87.8,Tiger,Malfoys,69.54,41.1
Archibold,Big scary cat,11.8,Tiger,Malfoys,81.46,52.5
Wilbur,Big scary cat,50.8,Superhero,Malfoys,41.13,76
Wendy,Big scary cat,48.8,Superhero,Malfoys,53.09,190.6
Fred,Big scary cat,41.8,Tiger,Malfoys,38.83,60.1
Fred,Big scary cat,9.8,Tiger,Malfoys,151.34,166.8
Wilbur,Big scary cat,78.8,Superhero,Malfoys,125.31,152.2
Wilbur,Big scary cat,2.8,Superhero,Malfoys,116.76,142.4
Wendy,Big scary cat,76.8,Superhero,Malfoys,161.15,126
Archibold,Big scary cat,39.8,Tiger,Malfoys,111.1,20.7
Fred,Big scary cat,37.8,Tiger,Malfoys,156.36,24.6
Fred,Big scary cat,65.8,Tiger,Malfoys,108.17,103.6
Wilbur,Big scary cat,26.8,Superhero,Malfoys,168.44,116.3
Fred,Big scary cat,93.8,Tiger,Malfoys,112.7,176.4
Wilbur,Big scary cat,54.8,Superhero,Malfoys,107.66,186.6
Archibold,Big scary cat,15.8,Tiger,Malfoys,134.28,184.9
Wilbur,Big scary cat,82.8,Superhero,Malfoys,53.29,182.5
Archibold,Big scary cat,43.8,Tiger,Malfoys,94.15,58.4
Wendy,Big scary cat,80.8,Superhero,Malfoys,137.66,11.8
Wendy,Big scary cat,4.8,Superhero,Malfoys,57.88,133.1
Archibold,Big scary cat,71.8,Tiger,Malfoys,135.44,62.2
Wendy,Big scary cat,32.8,Superhero,Malfoys,100.95,200.1
Fred,Big scary cat,69.8,Tiger,Malfoys,135.81,133.8
Wilbur,Big scary cat,30.8,Superhero,Malfoys,180.79,21.6
Fred,Big scary cat,93.8,Tiger,Malfoys,35.65,117.5
Fred,Big scary cat,97.8,Tiger,Malfoys,91.71,49.5
Fred,Big scary cat,21.8,Tiger,Malfoys,186.53,123.7
Wilbur,Big scary cat,58.8,Superhero,Malfoys,133.88,29.5
Archibold,Big scary cat,19.8,Tiger,Malfoys,5.29,189
Wilbur,Big scary cat,82.8,Superhero,Malfoys,191.55,4.1
Wilbur,Big scary cat,86.8,Superhero,Malfoys,20.77,138.9
Archibold,Big scary cat,47.8,Tiger,Malfoys,90.38,9.4
Wendy,Big scary cat,8.8,Superhero,Malfoys,78.58,185.2
Archibold,Big scary cat,71.8,Tiger,Malfoys,47.65,60.9
Archibold,Big scary cat,75.8,Tiger,Malfoys,105.27,13.4
Wendy,Big scary cat,36.8,Superhero,Malfoys,181.31,24.2
Fred,Big scary cat,97.8,Tiger,Malfoys,68.37,164.1
Wilbur,Big scary cat,86.8,Superhero,Malfoys,35.97,132.3
Archibold,Big scary cat,75.8,Tiger,Malfoys,154.88,70.1
Wendy,Big scary cat,64.8,Superhero,Malfoys,10.5,70.5
Wendy,Big scary cat,92.8,Superhero,Malfoys,15.14,23.4
Fred,Big scary cat,53.8,Tiger,Malfoys,134.22,134
Archibold,Big scary cat,51.8,Tiger,Malfoys,61.61,145.9
Wilbur,Big scary cat,90.8,Superhero,Malfoys,96.91,99.9
Wendy,Big scary cat,88.8,Superhero,Malfoys,17.98,7.6
Wendy,Big scary cat,12.8,Superhero,Malfoys,153.24,44.7
Fred,Big scary cat,81.8,Tiger,Malfoys,72.64,90.9
Fred,Big scary cat,49.8,Tiger,Malfoys,113.52,26.4
Wilbur,Big scary cat,42.8,Superhero,Malfoys,80.33,135.8
Wilbur,Big scary cat,10.8,Superhero,Malfoys,95.39,134.6
Archibold,Big scary cat,79.8,Tiger,Malfoys,175.25,17.1
Fred,Big scary cat,77.8,Tiger,Malfoys,160.12,119.8
Fred,Big scary cat,1.8,Tiger,Malfoys,123.53,6.8
Wilbur,Big scary cat,38.8,Superhero,Malfoys,183.98,95.9
Archibold,Big scary cat,31.8,Tiger,Malfoys,143.32,67.1
Wendy,Big scary cat,68.8,Superhero,Malfoys,119.6,15.6
Wilbur,Big scary cat,66.8,Superhero,Malfoys,110.24,122.3
Archibold,Big scary cat,27.8,Tiger,Malfoys,19.8,7.2
Wilbur,Big scary cat,94.8,Superhero,Malfoys,158.57,69.8
Archibold,Big scary cat,55.8,Tiger,Malfoys,162.96,112.2
Wendy,Big scary cat,16.8,Superhero,Malfoys,191.45,94.3
Archibold,Big scary cat,83.8,Tiger,Malfoys,28.68,86.6
Wendy,Big scary cat,44.8,Superhero,Malfoys,105.34,148.9
Fred,Big scary cat,5.8,Tiger,Malfoys,54.87,61.2
Wendy,Big scary cat,72.8,Superhero,Malfoys,39.95,104.7
Fred,Big scary cat,33.8,Tiger,Malfoys,155.87,148.6
Wilbur,Big scary cat,70.8,Superhero,Malfoys,163.97,34.2
Fred,Big scary cat,61.8,Tiger,Malfoys,136.27,149.3
Wilbur,Big scary cat,98.8,Superhero,Malfoys,121.31,10.8
Wilbur,Big scary cat,22.8,Superhero,Malfoys,127.62,198.4
Archibold,Big scary cat,59.8,Tiger,Malfoys,122.81,11.3
Wendy,Big scary cat,20.8,Superhero,Malfoys,193.56,52.7
Archibold,Big scary cat,87.8,Tiger,Malfoys,51,17.4
Archibold,Big scary cat,11.8,Tiger,Malfoys,42.81,83.3
Fred,Big scary cat,85.8,Tiger,Malfoys,176.26,69.4
Wendy,Big scary cat,48.8,Superhero,Malfoys,150.38,77.4
Wilbur,Big scary cat,46.8,Superhero,Malfoys,73.83,85.7
Fred,Big scary cat,9.8,Tiger,Malfoys,96.15,90.9
Archibold,Big scary cat,7.8,Tiger,Malfoys,169.12,153.4
Wendy,Big scary cat,76.8,Superhero,Malfoys,16.55,64.3
Wilbur,Big scary cat,74.8,Superhero,Malfoys,182.2,14.1
Fred,Big scary cat,37.8,Tiger,Malfoys,58.7,193.3
Archibold,Big scary cat,35.8,Tiger,Malfoys,55.61,85.2
Fred,Big scary cat,65.8,Tiger,Malfoys,108.35,84.6
Archibold,Big scary cat,63.8,Tiger,Malfoys,100.59,130
Wilbur,Big scary cat,26.8,Superhero,Malfoys,66.71,55.9
Wendy,Big scary cat,100.8,Superhero,Malfoys,132.47,98.5
Wendy,Big scary cat,24.8,Superhero,Malfoys,42.85,190.1
Wendy,Big scary cat,52.8,Superhero,Malfoys,156.13,79.1
Fred,Big scary cat,89.8,Tiger,Malfoys,130.94,195.6
Fred,Big scary cat,13.8,Tiger,Malfoys,167.42,123.7
Wilbur,Big scary cat,50.8,Superhero,Malfoys,179.15,137.8
Fred,Big scary cat,41.8,Tiger,Malfoys,115.21,101.1
Wilbur,Big scary cat,78.8,Superhero,Malfoys,152.26,183.3
Wilbur,Big scary cat,2.8,Superhero,Malfoys,130.63,4.1
Archibold,Big scary cat,39.8,Tiger,Malfoys,102.73,140.5
Archibold,Big scary cat,67.8,Tiger,Malfoys,184.57,187.9
Wendy,Big scary cat,28.8,Superhero,Malfoys,87.85,131.6
Wendy,Big scary cat,56.8,Superhero,Malfoys,120.98,92.6
Fred,Big scary cat,17.8,Tiger,Malfoys,115.79,200.3
Fred,Big scary cat,41.8,Tiger,Malfoys,53,51.6
Fred,Big scary cat,45.8,Tiger,Malfoys,72.63,6
Wilbur,Big scary cat,78.8,Superhero,Malfoys,163.6,108.5
Wilbur,Big scary cat,6.8,Superhero,Malfoys,196.52,110.6
Wilbur,Big scary cat,34.8,Superhero,Malfoys,171.14,2.3
Archibold,Big scary cat,67.8,Tiger,Malfoys,46.24,153.5
Archibold,Big scary cat,95.8,Tiger,Malfoys,100.82,48.3
Archibold,Big scary cat,23.8,Tiger,Malfoys,142.21,47.6
Wendy,Big scary cat,56.8,Superhero,Malfoys,157.95,142.7
Wendy,Big scary cat,60.8,Superhero,Malfoys,79.13,148.1
Wendy,Big scary cat,84.8,Superhero,Malfoys,133.28,186.3
Fred,Big scary cat,45.8,Tiger,Malfoys,187.76,82.7
Fred,Big scary cat,73.8,Tiger,Malfoys,40.95,143.3
Wilbur,Big scary cat,34.8,Superhero,Malfoys,80.27,20
Wilbur,Big scary cat,62.8,Superhero,Malfoys,17.93,1.4
Archibold,Big scary cat,99.8,Tiger,Malfoys,82.03,155
Archibold,Big scary cat,23.8,Tiger,Malfoys,142.4,166.7
Wendy,Big scary cat,60.8,Superhero,Malfoys,134.66,118.4
Archibold,Big scary cat,51.8,Tiger,Malfoys,23.47,145.2
Wendy,Big scary cat,88.8,Superhero,Malfoys,24.02,115.6
Wendy,Big scary cat,12.8,Superhero,Malfoys,61.36,29.7
Fred,Big scary cat,49.8,Tiger,Malfoys,148.36,96.8
Fred,Big scary cat,77.8,Tiger,Malfoys,163.67,46.6
Fred,Big scary cat,1.8,Tiger,Malfoys,132.98,126.2
Archibold,Big scary cat,75.8,Tiger,Malfoys,87.61,48.6
Wilbur,Big scary cat,38.8,Superhero,Malfoys,134.33,127.9
Wendy,Big scary cat,36.8,Superhero,Malfoys,122.93,130.9
Wilbur,Big scary cat,66.8,Superhero,Malfoys,180.69,24
Wendy,Big scary cat,64.8,Superhero,Malfoys,12.56,174.2
Archibold,Big scary cat,27.8,Tiger,Malfoys,194.04,114.4
Fred,Big scary cat,25.8,Tiger,Malfoys,81.6,153.3
Wilbur,Big scary cat,94.8,Superhero,Malfoys,94.29,162.7
Wendy,Big scary cat,92.8,Superhero,Malfoys,72.66,86.4
Archibold,Big scary cat,55.8,Tiger,Malfoys,146.42,65.2
Fred,Big scary cat,53.8,Tiger,Malfoys,152.85,60.5
Wendy,Big scary cat,16.8,Superhero,Malfoys,166.42,20.6
Wilbur,Big scary cat,90.8,Superhero,Malfoys,7.09,162
Wilbur,Big scary cat,14.8,Superhero,Malfoys,49.98,179.8
Fred,Big scary cat,81.8,Tiger,Malfoys,189.48,93.9
Wilbur,Big scary cat,42.8,Superhero,Malfoys,170.93,41.9
Archibold,Big scary cat,79.8,Tiger,Malfoys,196.64,198.1
Archibold,Big scary cat,3.8,Tiger,Malfoys,16.89,17.5
Wendy,Big scary cat,40.8,Superhero,Malfoys,172.61,113.6
Archibold,Big scary cat,31.8,Tiger,Malfoys,41.43,127.8
Wendy,Big scary cat,68.8,Superhero,Malfoys,61.88,64.5
Fred,Big scary cat,29.8,Tiger,Malfoys,57.31,188.6
Wendy,Big scary cat,96.8,Superhero,Malfoys,36.77,20.4
Fred,Big scary cat,57.8,Tiger,Malfoys,179.44,3.1
Wilbur,Big scary cat,18.8,Superhero,Malfoys,80.24,109.3
Fred,Big scary cat,85.8,Tiger,Malfoys,129.18,48.8
Wilbur,Big scary cat,46.8,Superhero,Malfoys,14.85,5.7
Archibold,Big scary cat,7.8,Tiger,Malfoys,7.18,108.6
Wilbur,Big scary cat,74.8,Superhero,Malfoys,123.49,147.2
Archibold,Big scary cat,35.8,Tiger,Malfoys,69.25,185.5
Fred,Big scary cat,33.8,Tiger,Malfoys,195.44,49.8
Wilbur,Big scary cat,70.8,Superhero,Malfoys,137.64,95.2
Archibold,Big scary cat,63.8,Tiger,Malfoys,122.19,67.7
Wendy,Big scary cat,100.8,Superhero,Malfoys,98.84,4.1
Wendy,Big scary cat,24.8,Superhero,Malfoys,10.29,182.9
Wilbur,Big scary cat,22.8,Superhero,Malfoys,179.47,26.9
Archibold,Big scary cat,91.8,Tiger,Malfoys,180.84,16
Archibold,Big scary cat,59.8,Tiger,Malfoys,52.74,42
Wendy,Big scary cat,52.8,Superhero,Malfoys,55.76,94.5
Wendy,Big scary cat,20.8,Superhero,Malfoys,12.63,55.1
Fred,Big scary cat,89.8,Tiger,Malfoys,86.97,49.6
Fred,Big scary cat,13.8,Tiger,Malfoys,142.16,165.5
Archibold,Big scary cat,11.8,Tiger,Malfoys,123.83,91.2
Wilbur,Big scary cat,50.8,Superhero,Malfoys,18.97,156.7
Wendy,Big scary cat,48.8,Superhero,Malfoys,54.27,110.1
Fred,Big scary cat,9.8,Tiger,Malfoys,102.15,126
Fred,Big scary cat,37.8,Tiger,Malfoys,95.66,35.2
Wilbur,Big scary cat,26.8,Superhero,Malfoys,168.07,70.7
Archibold,Big scary cat,15.8,Tiger,Malfoys,19.87,8.3
Wendy,Big scary cat,4.8,Superhero,Malfoys,129.92,127.5
Fred,Big scary cat,65.8,Tiger,Malfoys,75.24,66.7
Wilbur,Big scary cat,26.8,Superhero,Malfoys,21.76,193.8
Wilbur,Big scary cat,30.8,Superhero,Malfoys,91.57,181.1
Fred,Big scary cat,93.8,Tiger,Malfoys,141.13,185.7
Wilbur,Big scary cat,54.8,Superhero,Malfoys,184.49,72.7
Archibold,Big scary cat,15.8,Tiger,Malfoys,175.27,57.4
Archibold,Big scary cat,19.8,Tiger,Malfoys,65.35,162.9
Wilbur,Big scary cat,82.8,Superhero,Malfoys,182.46,171.1
Archibold,Big scary cat,43.8,Tiger,Malfoys,9.84,171.5
Wendy,Big scary cat,80.8,Superhero,Malfoys,99.18,21.6
Wendy,Big scary cat,4.8,Superhero,Malfoys,83.86,17.5
Wendy,Big scary cat,8.8,Superhero,Malfoys,11.38,184.3
Archibold,Big scary cat,71.8,Tiger,Malfoys,177.54,175
Wendy,Big scary cat,32.8,Superhero,Malfoys,180.51,118.7
Fred,Big scary cat,69.8,Tiger,Malfoys,161.71,92.2
Wilbur,Big scary cat,30.8,Superhero,Malfoys,176.91,120.5
Fred,Big scary cat,97.8,Tiger,Malfoys,178.19,6.2
Fred,Big scary cat,21.8,Tiger,Malfoys,199.66,7.7
Wilbur,Big scary cat,58.8,Superhero,Malfoys,162.13,42.2
Archibold,Big scary cat,19.8,Tiger,Malfoys,92.87,78.5
Wilbur,Big scary cat,86.8,Superhero,Malfoys,193.59,163.3
Archibold,Big scary cat,47.8,Tiger,Malfoys,190.99,4.6
Wendy,Big scary cat,8.8,Superhero,Malfoys,135.68,121.4
Archibold,Big scary cat,75.8,Tiger,Malfoys,51.16,144.1
Wendy,Big scary cat,36.8,Superhero,Malfoys,44.18,4.5
Wendy,Big scary cat,64.8,Superhero,Malfoys,88.02,68.5
Wilbur,Big scary cat,62.8,Superhero,Malfoys,145.12,159.6
Fred,Big scary cat,25.8,Tiger,Malfoys,124.91,78.2
Archibold,Big scary cat,99.8,Tiger,Malfoys,190.59,71.5
Archibold,Big scary cat,23.8,Tiger,Malfoys,180.65,132.5
Wendy,Big scary cat,92.8,Superhero,Malfoys,56.93,72.5
Wendy,Big scary cat,60.8,Superhero,Malfoys,65.17,197.4
Fred,Big scary cat,53.8,Tiger,Malfoys,178.72,130.7
Archibold,Big scary cat,51.8,Tiger,Malfoys,19.35,70.6
Wilbur,Big scary cat,90.8,Superhero,Malfoys,45.66,11
Wilbur,Big scary cat,14.8,Superhero,Malfoys,109.14,172.4
Wendy,Big scary cat,88.8,Superhero,Malfoys,105.01,150.3
Wendy,Big scary cat,12.8,Superhero,Malfoys,51.93,139
Fred,Big scary cat,81.8,Tiger,Malfoys,172.1,184.5
Fred,Big scary cat,49.8,Tiger,Malfoys,152,2.6
Wilbur,Big scary cat,42.8,Superhero,Malfoys,150.39,179.3
Wilbur,Big scary cat,10.8,Superhero,Malfoys,61.43,69.3
Archibold,Big scary cat,79.8,Tiger,Malfoys,94.85,94.1
Archibold,Big scary cat,3.8,Tiger,Malfoys,37.11,116.7
Fred,Big scary cat,77.8,Tiger,Malfoys,26.66,172.4
Fred,Big scary cat,1.8,Tiger,Malfoys,48.89,46
Wendy,Big scary cat,40.8,Superhero,Malfoys,102.41,113.7
Wilbur,Big scary cat,38.8,Superhero,Malfoys,38.18,199.2
Wilbur,Big scary cat,66.8,Superhero,Malfoys,28.34,174.9
Archibold,Big scary cat,27.8,Tiger,Malfoys,96.73,25.2
Wilbur,Big scary cat,94.8,Superhero,Malfoys,122.19,186.2
Archibold,Big scary cat,55.8,Tiger,Malfoys,129.1,104.4
Wendy,Big scary cat,16.8,Superhero,Malfoys,173.12,67.3
Archibold,Big scary cat,83.8,Tiger,Malfoys,159.85,11.4
Wendy,Big scary cat,44.8,Superhero,Malfoys,76.8,29.9
Fred,Big scary cat,5.8,Tiger,Malfoys,33.14,80.3
Wendy,Big scary cat,72.8,Superhero,Malfoys,33.5,91.7
Fred,Big scary cat,33.8,Tiger,Malfoys,25.32,144.5
Wilbur,Big scary cat,70.8,Superhero,Malfoys,13.93,141.7
Fred,Big scary cat,61.8,Tiger,Malfoys,162.66,75.2
Wilbur,Big scary cat,98.8,Superhero,Malfoys,58.96,8.4
Wilbur,Big scary cat,22.8,Superhero,Malfoys,35.3,96.5
Archibold,Big scary cat,59.8,Tiger,Malfoys,76.09,164.4
Wendy,Big scary cat,20.8,Superhero,Malfoys,92.71,191.2
Wilbur,Big scary cat,18.8,Superhero,Malfoys,17.64,98.6
Archibold,Big scary cat,87.8,Tiger,Malfoys,194.03,16.9
Archibold,Big scary cat,11.8,Tiger,Malfoys,132.86,154.1
Wendy,Big scary cat,48.8,Superhero,Malfoys,173.65,79.6
Fred,Big scary cat,9.8,Tiger,Malfoys,189.8,123.1
Archibold,Big scary cat,7.8,Tiger,Malfoys,4.06,39.3
Wendy,Big scary cat,76.8,Superhero,Malfoys,113.33,112.8
Fred,Big scary cat,37.8,Tiger,Malfoys,110.2,180.1
Archibold,Big scary cat,91.8,Tiger,Malfoys,135.92,44.2
Wendy,Big scary cat,52.8,Superhero,Malfoys,120.53,172.9
Fred,Big scary cat,89.8,Tiger,Malfoys,57,122.3
Fred,Big scary cat,13.8,Tiger,Malfoys,183.58,155.1
Wilbur,Big scary cat,50.8,Superhero,Malfoys,183.23,82.7
Fred,Big scary cat,41.8,Tiger,Malfoys,7.8,5.4
Wilbur,Big scary cat,78.8,Superhero,Malfoys,195.58,62.4
Wilbur,Big scary cat,2.8,Superhero,Malfoys,200.19,25.6
Archibold,Big scary cat,39.8,Tiger,Malfoys,154.97,98.9
Archibold,Big scary cat,67.8,Tiger,Malfoys,53.71,167.5
Wendy,Big scary cat,28.8,Superhero,Malfoys,176.82,128
Archibold,Big scary cat,95.8,Tiger,Malfoys,35.65,55.5
Wendy,Big scary cat,56.8,Superhero,Malfoys,184.68,186.5
Fred,Big scary cat,17.8,Tiger,Malfoys,195.74,130.3
Wendy,Big scary cat,84.8,Superhero,Malfoys,180.18,42.5
Fred,Big scary cat,45.8,Tiger,Malfoys,77.18,128.2
Wilbur,Big scary cat,6.8,Superhero,Malfoys,148.01,22
Fred,Big scary cat,73.8,Tiger,Malfoys,55.97,85.8
Wilbur,Big scary cat,34.8,Superhero,Malfoys,174.43,60.6
Wilbur,Big scary cat,62.8,Superhero,Malfoys,34.76,20.5
Archibold,Big scary cat,99.8,Tiger,Malfoys,91.35,112.9
Archibold,Big scary cat,23.8,Tiger,Malfoys,85.84,70
Wendy,Big scary cat,60.8,Superhero,Malfoys,199.45,46.2
Archibold,Big scary cat,51.8,Tiger,Malfoys,160.23,76.6
Wendy,Big scary cat,88.8,Superhero,Malfoys,25.4,94.5
Wendy,Big scary cat,12.8,Superhero,Malfoys,30.89,97.4
Wilbur,Big scary cat,86.8,Superhero,Malfoys,135.53,136.5
Fred,Big scary cat,49.8,Tiger,Malfoys,52.03,156
Archibold,Big scary cat,47.8,Tiger,Malfoys,131.77,103.5
Wilbur,Big scary cat,10.8,Superhero,Malfoys,67.71,117.4
Wendy,Big scary cat,8.8,Superhero,Malfoys,4.12,4.5
Fred,Big scary cat,77.8,Tiger,Malfoys,16.96,186.8
Fred,Big scary cat,1.8,Tiger,Malfoys,158.81,145.5
Archibold,Big scary cat,75.8,Tiger,Malfoys,31.24,28.9
Wilbur,Big scary cat,38.8,Superhero,Malfoys,34.96,131.4
Wendy,Big scary cat,36.8,Superhero,Malfoys,187.4,197.3
Wilbur,Big scary cat,66.8,Superhero,Malfoys,110.5,86.9
Wendy,Big scary cat,64.8,Superhero,Malfoys,167.28,75.3
Archibold,Big scary cat,27.8,Tiger,Malfoys,155.65,13.6
Fred,Big scary cat,25.8,Tiger,Malfoys,71.22,156.7
Wendy,Big scary cat,92.8,Superhero,Malfoys,147.42,35.4
Fred,Big scary cat,53.8,Tiger,Malfoys,92.05,19.1
Wilbur,Big scary cat,90.8,Superhero,Malfoys,161.5,41.6
Wilbur,Big scary cat,14.8,Superhero,Malfoys,44.13,12
Fred,Big scary cat,81.8,Tiger,Malfoys,41.37,184.4
Wilbur,Big scary cat,42.8,Superhero,Malfoys,29.48,10.9
Archibold,Big scary cat,79.8,Tiger,Malfoys,69.44,59.3
Archibold,Big scary cat,3.8,Tiger,Malfoys,106.38,61
Wendy,Big scary cat,40.8,Superhero,Malfoys,134.3,91.5
Archibold,Big scary cat,31.8,Tiger,Malfoys,149.89,34.4
Wendy,Big scary cat,68.8,Superhero,Malfoys,137.55,29.3
Fred,Big scary cat,29.8,Tiger,Malfoys,107.57,179.2
Wendy,Big scary cat,96.8,Superhero,Malfoys,21.77,90.7
Fred,Big scary cat,57.8,Tiger,Malfoys,119.21,192.5
Wilbur,Big scary cat,18.8,Superhero,Malfoys,101.54,35.5
Fred,Big scary cat,85.8,Tiger,Malfoys,154.43,140.5
Wilbur,Big scary cat,46.8,Superhero,Malfoys,106.47,65.8
Archibold,Big scary cat,7.8,Tiger,Malfoys,78.02,42
Wilbur,Big scary cat,74.8,Superhero,Malfoys,88.28,149.7
Archibold,Big scary cat,35.8,Tiger,Malfoys,57.52,47.2
Archibold,Big scary cat,63.8,Tiger,Malfoys,167.2,143.8
Wendy,Big scary cat,100.8,Superhero,Malfoys,87.14,147.5
Wendy,Big scary cat,24.8,Superhero,Malfoys,95.65,178.3
Archibold,Big scary cat,91.8,Tiger,Malfoys,149.02,177.5
Wendy,Big scary cat,76.8,Superhero,Malfoys,175.83,54.7
Fred,Big scary cat,37.8,Tiger,Malfoys,193.31,130.8
Fred,Big scary cat,65.8,Tiger,Malfoys,2.78,183.1
Wilbur,Big scary cat,26.8,Superhero,Malfoys,174.39,169
Archibold,Big scary cat,95.8,Tiger,Malfoys,8.66,194
Fred,Big scary cat,93.8,Tiger,Malfoys,60.75,67.8
Wilbur,Big scary cat,54.8,Superhero,Malfoys,76.69,48.2
Archibold,Big scary cat,15.8,Tiger,Malfoys,43.42,166.5
Wilbur,Big scary cat,82.8,Superhero,Malfoys,19.96,167.3
Archibold,Big scary cat,43.8,Tiger,Malfoys,37.15,31.2
Wendy,Big scary cat,80.8,Superhero,Malfoys,86.95,59.4
Wendy,Big scary cat,4.8,Superhero,Malfoys,90.59,198.2
Archibold,Big scary cat,71.8,Tiger,Malfoys,98.43,147.5
Wendy,Big scary cat,32.8,Superhero,Malfoys,95.49,129.1
Fred,Big scary cat,69.8,Tiger,Malfoys,68.72,108.7
Wilbur,Big scary cat,30.8,Superhero,Malfoys,103.2,90.5
Fred,Big scary cat,97.8,Tiger,Malfoys,116.76,128.6
Fred,Big scary cat,21.8,Tiger,Malfoys,170.4,118.3
Wilbur,Big scary cat,58.8,Superhero,Malfoys,127.63,161.7
Archibold,Big scary cat,19.8,Tiger,Malfoys,35.56,199.2
Wilbur,Big scary cat,86.8,Superhero,Malfoys,107.96,1.8
Archibold,Big scary cat,47.8,Tiger,Malfoys,94.88,54.5
Wendy,Big scary cat,8.8,Superhero,Malfoys,24.89,8.4
Archibold,Big scary cat,75.8,Tiger,Malfoys,82.29,24.2
Fred,Big scary cat,73.8,Tiger,Malfoys,84.31,190.2
Wendy,Big scary cat,36.8,Superhero,Malfoys,51.84,119.8
Wilbur,Big scary cat,34.8,Superhero,Malfoys,134.86,58.6
Wendy,Big scary cat,64.8,Superhero,Malfoys,91.12,175
Wilbur,Big scary cat,62.8,Superhero,Malfoys,123.72,37
Fred,Big scary cat,25.8,Tiger,Malfoys,159.01,44.3
Archibold,Big scary cat,99.8,Tiger,Malfoys,83.85,30.9
Archibold,Big scary cat,23.8,Tiger,Malfoys,30.47,168.3
Wendy,Big scary cat,92.8,Superhero,Malfoys,112.5,198.6
Wendy,Big scary cat,60.8,Superhero,Malfoys,179.77,157.9
Fred,Big scary cat,53.8,Tiger,Malfoys,9.82,167.9
Archibold,Big scary cat,51.8,Tiger,Malfoys,150.62,199.8
Wilbur,Big scary cat,90.8,Superhero,Malfoys,129.5,66.2
Wilbur,Big scary cat,14.8,Superhero,Malfoys,199.02,42.2
Wendy,Big scary cat,88.8,Superhero,Malfoys,187.33,187.7
Wendy,Big scary cat,12.8,Superhero,Malfoys,8.01,126.2
Fred,Big scary cat,49.8,Tiger,Malfoys,156.67,190.7
Wilbur,Big scary cat,10.8,Superhero,Malfoys,163.02,182
Fred,Big scary cat,77.8,Tiger,Malfoys,156.12,79.6
Fred,Big scary cat,1.8,Tiger,Malfoys,136.5,198.5
Wilbur,Big scary cat,38.8,Superhero,Malfoys,188.67,22
Wilbur,Big scary cat,66.8,Superhero,Malfoys,68,10.8
Archibold,Big scary cat,27.8,Tiger,Malfoys,152.23,121.7
